Servant,Rarity,Class,S2,S3,S4,S5,S6,S7,S8,S9,S10,A2,A3,A4,A5,A6,A7,A8,A9,A10
静谧哈桑,3,Assassin,"{'杀之辉石': 4, 'QP': 50000}","{'杀之辉石': 8, 'QP': 100000}","{'杀之魔石': 4, 'QP': 300000}","{'杀之魔石': 8, '愚者之锁': 10, 'QP': 400000}","{'杀之秘石': 4, '愚者之锁': 20, 'QP': 1000000}","{'杀之秘石': 8, '凶骨': 10, 'QP': 1250000}","{'凶骨': 20, '虚影之尘': 8, 'QP': 2500000}","{'虚影之尘': 24, '封魔之灯': 10, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}","{'杀之辉石': 4, 'QP': 50000}","{'杀之辉石': 8, 'QP': 100000}","{'杀之魔石': 4, 'QP': 300000}","{'杀之魔石': 8, '万死的毒针': 8, 'QP': 400000}","{'杀之秘石': 4, '万死的毒针': 16, 'QP': 1000000}","{'杀之秘石': 8, '黑兽脂': 2, 'QP': 1250000}","{'黑兽脂': 4, '宵泣之铁桩': 12, 'QP': 2500000}","{'宵泣之铁桩': 36, '赦免的小钟': 48, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}"
俵藤太,3,Archer,"{'弓之辉石': 4, 'QP': 50000}","{'弓之辉石': 8, 'QP': 100000}","{'弓之魔石': 4, 'QP': 300000}","{'弓之魔石': 8, '英雄之证': 10, 'QP': 400000}","{'弓之秘石': 4, '英雄之证': 20, 'QP': 1000000}","{'弓之秘石': 8, '世界树之种': 4, 'QP': 1250000}","{'世界树之种': 8, '八连双晶': 4, 'QP': 2500000}","{'八连双晶': 12, '智慧之圣甲虫像': 7, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}","{'弓之辉石': 4, 'QP': 50000}","{'弓之辉石': 8, 'QP': 100000}","{'弓之魔石': 4, 'QP': 300000}","{'弓之魔石': 8, '起源的胎毛': 2, 'QP': 400000}","{'弓之秘石': 4, '起源的胎毛': 4, 'QP': 1000000}","{'弓之秘石': 8, '精灵根': 2, 'QP': 1250000}","{'精灵根': 3, '枯淡勾玉': 4, 'QP': 2500000}","{'枯淡勾玉': 12, '悠久果实': 10, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}"
贝德维尔,3,Saber,"{'剑之辉石': 4, 'QP': 50000}","{'剑之辉石': 8, 'QP': 100000}","{'剑之魔石': 4, 'QP': 300000}","{'剑之魔石': 8, '虚影之尘': 7, 'QP': 400000}","{'剑之秘石': 4, '虚影之尘': 13, 'QP': 1000000}","{'剑之秘石': 8, '英雄之证': 10, 'QP': 1250000}","{'英雄之证': 20, '愚者之锁': 12, 'QP': 2500000}","{'愚者之锁': 36, '血之泪石': 10, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}","{'剑之辉石': 4, 'QP': 50000}","{'剑之辉石': 8, 'QP': 100000}","{'剑之魔石': 4, 'QP': 300000}","{'剑之魔石': 8, '无间齿轮': 4, 'QP': 400000}","{'剑之秘石': 4, '无间齿轮': 7, 'QP': 1000000}","{'剑之秘石': 8, '大骑士勋章': 7, 'QP': 1250000}","{'大骑士勋章': 13, '极光之钢': 4, 'QP': 2500000}","{'极光之钢': 12, '煌星碎片': 7, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}"
莱昂纳多·达·芬奇,5,Caster,"{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '凤凰羽毛': 4, 'QP': 1600000}","{'术之秘石': 5, '凤凰羽毛': 8, 'QP': 4000000}","{'术之秘石': 12, '无间齿轮': 5, 'QP': 5000000}","{'无间齿轮': 10, '禁断书页': 6, 'QP': 10000000}","{'禁断书页': 18, '黑兽脂': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '封魔之灯': 3, 'QP': 1600000}","{'术之秘石': 5, '封魔之灯': 6, 'QP': 4000000}","{'术之秘石': 12, '智慧之圣甲虫像': 2, 'QP': 5000000}","{'智慧之圣甲虫像': 4, '晓光炉心': 4, 'QP': 10000000}","{'晓光炉心': 11, '煌星碎片': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
玉藻前(Lancer),5,Lancer,"{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '世界树之种': 6, 'QP': 1600000}","{'枪之秘石': 5, '世界树之种': 12, 'QP': 4000000}","{'枪之秘石': 12, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 8, '混沌之爪': 4, 'QP': 10000000}","{'混沌之爪': 11, '蛮神心脏': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '战马的幼角': 3, 'QP': 1600000}","{'枪之秘石': 5, '战马的幼角': 6, 'QP': 4000000}","{'枪之秘石': 12, '追忆的贝壳': 5, 'QP': 5000000}","{'追忆的贝壳': 10, '永远结冰': 6, 'QP': 10000000}","{'永远结冰': 18, '九十九镜': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
阿尔托莉雅·潘德拉贡(Archer),5,Archer,"{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '龙之牙': 12, 'QP': 1600000}","{'弓之秘石': 5, '龙之牙': 24, 'QP': 4000000}","{'弓之秘石': 12, '追忆的贝壳': 5, 'QP': 5000000}","{'追忆的贝壳': 10, '战马的幼角': 4, 'QP': 10000000}","{'战马的幼角': 11, '精灵根': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '大骑士勋章': 10, 'QP': 1600000}","{'弓之秘石': 5, '大骑士勋章': 20, 'QP': 4000000}","{'弓之秘石': 12, '龙之逆鳞': 2, 'QP': 5000000}","{'龙之逆鳞': 4, '永远结冰': 6, 'QP': 10000000}","{'永远结冰': 18, '光银之冠': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
玛丽·安托瓦内特(Caster),4,Caster,"{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'术之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'术之秘石': 10, '世界树之种': 5, 'QP': 2500000}","{'世界树之种': 10, '蛇之宝玉': 4, 'QP': 5000000}","{'蛇之宝玉': 12, '无间齿轮': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '凤凰羽毛': 4, 'QP': 800000}","{'术之秘石': 4, '凤凰羽毛': 7, 'QP': 2000000}","{'术之秘石': 10, '智慧之圣甲虫像': 2, 'QP': 2500000}","{'智慧之圣甲虫像': 4, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '悠久果实': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
安妮·伯妮＆玛莉·瑞德(Archer),4,Archer,"{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '八连双晶': 4, 'QP': 800000}","{'弓之秘石': 4, '八连双晶': 8, 'QP': 2000000}","{'弓之秘石': 10, '蛇之宝玉': 4, 'QP': 2500000}","{'蛇之宝玉': 7, '愚者之锁': 15, 'QP': 5000000}","{'愚者之锁': 45, '黑兽脂': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'弓之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'弓之秘石': 10, '混沌之爪': 3, 'QP': 2500000}","{'混沌之爪': 5, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '祸罪之箭头': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
莫德雷德(Rider),4,Rider,"{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '大骑士勋章': 8, 'QP': 800000}","{'骑之秘石': 4, '大骑士勋章': 16, 'QP': 2000000}","{'骑之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '人工生命体幼体': 5, 'QP': 5000000}","{'人工生命体幼体': 15, '血之泪石': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'骑之辉石': 4, 'QP': 100000}","{'骑之辉石': 10, 'QP': 200000}","{'骑之魔石': 4, 'QP': 600000}","{'骑之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'骑之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'骑之秘石': 10, '龙之逆鳞': 2, 'QP': 2500000}","{'龙之逆鳞': 4, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '极光之钢': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
斯卡哈(Assassin),4,Assassin,"{'杀之辉石': 4, 'QP': 100000}","{'杀之辉石': 10, 'QP': 200000}","{'杀之魔石': 4, 'QP': 600000}","{'杀之魔石': 10, '世界树之种': 5, 'QP': 800000}","{'杀之秘石': 4, '世界树之种': 10, 'QP': 2000000}","{'杀之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '精灵根': 2, 'QP': 5000000}","{'精灵根': 6, '智慧之圣甲虫像': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'杀之辉石': 4, 'QP': 100000}","{'杀之辉石': 10, 'QP': 200000}","{'杀之魔石': 4, 'QP': 600000}","{'杀之魔石': 10, '虚影之尘': 8, 'QP': 800000}","{'杀之秘石': 4, '虚影之尘': 16, 'QP': 2000000}","{'杀之秘石': 10, '禁断书页': 4, 'QP': 2500000}","{'禁断书页': 8, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '煌星碎片': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
清姬(Lancer),4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'枪之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'枪之秘石': 10, '八连双晶': 4, 'QP': 2500000}","{'八连双晶': 8, '龙之牙': 12, 'QP': 5000000}","{'龙之牙': 36, '龙之逆鳞': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '黑兽脂': 3, 'QP': 800000}","{'枪之秘石': 4, '黑兽脂': 5, 'QP': 2000000}","{'枪之秘石': 10, '封魔之灯': 3, 'QP': 2500000}","{'封魔之灯': 5, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '赦免的小钟': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
玛尔达(Ruler),4,Ruler,"{'剑之辉石': 4, '骑之辉石': 4, '狂之辉石': 4, 'QP': 100000}","{'弓之辉石': 4, '枪之辉石': 4, '术之辉石': 4, '杀之辉石': 4, 'QP': 200000}","{'剑之魔石': 4, '骑之魔石': 4, '狂之魔石': 4, 'QP': 600000}","{'弓之魔石': 4, '枪之魔石': 4, '术之魔石': 4, '杀之魔石': 4, 'QP': 800000}","{'剑之秘石': 4, '骑之秘石': 4, '狂之秘石': 4, 'QP': 2000000}","{'弓之秘石': 4, '枪之秘石': 4, '术之秘石': 4, '杀之秘石': 4, 'QP': 2500000}","{'血之泪石': 6, 'QP': 5000000}","{'龙之逆鳞': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'剑之辉石': 4, '骑之辉石': 4, '狂之辉石': 4, 'QP': 100000}","{'弓之辉石': 4, '枪之辉石': 4, '术之辉石': 4, '杀之辉石': 4, 'QP': 200000}","{'剑之魔石': 4, '骑之魔石': 4, '狂之魔石': 4, 'QP': 600000}","{'弓之魔石': 4, '枪之魔石': 4, '术之魔石': 4, '杀之魔石': 4, 'QP': 800000}","{'剑之秘石': 4, '骑之秘石': 4, '狂之秘石': 4, 'QP': 2000000}","{'弓之秘石': 4, '枪之秘石': 4, '术之秘石': 4, '杀之秘石': 4, 'QP': 2500000}","{'永远结冰': 10, 'QP': 5000000}","{'悠久果实': 15, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
伊莉雅丝菲尔·冯·爱因兹贝伦,5,Caster,"{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '禁断书页': 5, 'QP': 1600000}","{'术之秘石': 5, '禁断书页': 10, 'QP': 4000000}","{'术之秘石': 12, '世界树之种': 6, 'QP': 5000000}","{'世界树之种': 12, '人工生命体幼体': 6, 'QP': 10000000}","{'人工生命体幼体': 18, '精灵根': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'术之辉石': 5, 'QP': 200000}","{'术之辉石': 12, 'QP': 400000}","{'术之魔石': 5, 'QP': 1200000}","{'术之魔石': 12, '凤凰羽毛': 4, 'QP': 1600000}","{'术之秘石': 5, '凤凰羽毛': 8, 'QP': 4000000}","{'术之秘石': 12, '智慧之圣甲虫像': 2, 'QP': 5000000}","{'智慧之圣甲虫像': 4, '神脉灵子': 6, 'QP': 10000000}","{'神脉灵子': 18, '梦幻的鳞粉': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
克洛伊·冯·爱因兹贝伦,4,Archer,"{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '无间齿轮': 4, 'QP': 800000}","{'弓之秘石': 4, '无间齿轮': 8, 'QP': 2000000}","{'弓之秘石': 10, '人工生命体幼体': 4, 'QP': 2500000}","{'人工生命体幼体': 8, '血之泪石': 3, 'QP': 5000000}","{'血之泪石': 9, '蛮神心脏': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'弓之辉石': 4, 'QP': 100000}","{'弓之辉石': 10, 'QP': 200000}","{'弓之魔石': 4, 'QP': 600000}","{'弓之魔石': 10, '八连双晶': 4, 'QP': 800000}","{'弓之秘石': 4, '八连双晶': 8, 'QP': 2000000}","{'弓之秘石': 10, '起源的胎毛': 3, 'QP': 2500000}","{'起源的胎毛': 5, '神脉灵子': 5, 'QP': 5000000}","{'神脉灵子': 15, '真理之卵': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
伊丽莎白·巴托里〔勇者〕,4,Saber,"{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '英雄之证': 12, 'QP': 800000}","{'剑之秘石': 4, '英雄之证': 24, 'QP': 2000000}","{'剑之秘石': 10, '龙之牙': 10, 'QP': 2500000}","{'龙之牙': 20, '大骑士勋章': 10, 'QP': 5000000}","{'大骑士勋章': 30, '龙之逆鳞': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'剑之辉石': 4, 'QP': 100000}","{'剑之辉石': 10, 'QP': 200000}","{'剑之魔石': 4, 'QP': 600000}","{'剑之魔石': 10, '凶骨': 12, 'QP': 800000}","{'剑之秘石': 4, '凶骨': 24, 'QP': 2000000}","{'剑之秘石': 10, '鬼魂提灯': 4, 'QP': 2500000}","{'鬼魂提灯': 8, '巨人的戒指': 5, 'QP': 5000000}","{'巨人的戒指': 15, '鬼炎鬼灯': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
克娄巴特拉,5,Assassin,"{'杀之辉石': 5, 'QP': 200000}","{'杀之辉石': 12, 'QP': 400000}","{'杀之魔石': 5, 'QP': 1200000}","{'杀之魔石': 12, '封魔之灯': 3, 'QP': 1600000}","{'杀之秘石': 5, '封魔之灯': 6, 'QP': 4000000}","{'杀之秘石': 12, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 8, '追忆的贝壳': 6, 'QP': 10000000}","{'追忆的贝壳': 18, '智慧之圣甲虫像': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'杀之辉石': 5, 'QP': 200000}","{'杀之辉石': 12, 'QP': 400000}","{'杀之魔石': 5, 'QP': 1200000}","{'杀之魔石': 12, '蛇之宝玉': 4, 'QP': 1600000}","{'杀之秘石': 5, '蛇之宝玉': 8, 'QP': 4000000}","{'杀之秘石': 12, '禁断书页': 5, 'QP': 5000000}","{'禁断书页': 10, '九十九镜': 3, 'QP': 10000000}","{'九十九镜': 8, '梦幻的鳞粉': 24, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
弗拉德三世〔EXTRA〕,4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '愚者之锁': 12, 'QP': 800000}","{'枪之秘石': 4, '愚者之锁': 24, 'QP': 2000000}","{'枪之秘石': 10, '英雄之证': 12, 'QP': 2500000}","{'英雄之证': 24, '八连双晶': 5, 'QP': 5000000}","{'八连双晶': 15, '蛮神心脏': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '龙之牙': 10, 'QP': 800000}","{'枪之秘石': 4, '龙之牙': 20, 'QP': 2000000}","{'枪之秘石': 10, '龙之逆鳞': 2, 'QP': 2500000}","{'龙之逆鳞': 4, '宵泣之铁桩': 15, 'QP': 5000000}","{'宵泣之铁桩': 45, '光银之冠': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
贞德·Alter·Santa·Lily,4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '追忆的贝壳': 4, 'QP': 800000}","{'枪之秘石': 4, '追忆的贝壳': 8, 'QP': 2000000}","{'枪之秘石': 10, '世界树之种': 5, 'QP': 2500000}","{'世界树之种': 10, '战马的幼角': 3, 'QP': 5000000}","{'战马的幼角': 9, '精灵根': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '封魔之灯': 3, 'QP': 800000}","{'枪之秘石': 4, '封魔之灯': 5, 'QP': 2000000}","{'枪之秘石': 10, '起源的胎毛': 3, 'QP': 2500000}","{'起源的胎毛': 5, '永远结冰': 5, 'QP': 5000000}","{'永远结冰': 15, '真理之卵': 8, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
伊什塔尔,5,Archer,"{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '凤凰羽毛': 4, 'QP': 1600000}","{'弓之秘石': 5, '凤凰羽毛': 8, 'QP': 4000000}","{'弓之秘石': 12, '八连双晶': 5, 'QP': 5000000}","{'八连双晶': 10, '蛇之宝玉': 5, 'QP': 10000000}","{'蛇之宝玉': 15, '封魔之灯': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'弓之辉石': 5, 'QP': 200000}","{'弓之辉石': 12, 'QP': 400000}","{'弓之魔石': 5, 'QP': 1200000}","{'弓之魔石': 12, '智慧之圣甲虫像': 2, 'QP': 1600000}","{'弓之秘石': 5, '智慧之圣甲虫像': 4, 'QP': 4000000}","{'弓之秘石': 12, '血之泪石': 3, 'QP': 5000000}","{'血之泪石': 6, '九十九镜': 3, 'QP': 10000000}","{'九十九镜': 8, '煌星碎片': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
恩奇都,5,Lancer,"{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '八连双晶': 5, 'QP': 1600000}","{'枪之秘石': 5, '八连双晶': 10, 'QP': 4000000}","{'枪之秘石': 12, '愚者之锁': 15, 'QP': 5000000}","{'愚者之锁': 29, '人工生命体幼体': 6, 'QP': 10000000}","{'人工生命体幼体': 18, '起源的胎毛': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'枪之辉石': 5, 'QP': 200000}","{'枪之辉石': 12, 'QP': 400000}","{'枪之魔石': 5, 'QP': 1200000}","{'枪之魔石': 12, '精灵根': 2, 'QP': 1600000}","{'枪之秘石': 5, '精灵根': 4, 'QP': 4000000}","{'枪之秘石': 12, '蛮神心脏': 2, 'QP': 5000000}","{'蛮神心脏': 4, '神脉灵子': 6, 'QP': 10000000}","{'神脉灵子': 18, '煌星碎片': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
魁札尔·科亚特尔,5,Rider,"{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '蛇之宝玉': 4, 'QP': 1600000}","{'骑之秘石': 5, '蛇之宝玉': 8, 'QP': 4000000}","{'骑之秘石': 12, '龙之牙': 12, 'QP': 5000000}","{'龙之牙': 24, '愚者之锁': 18, 'QP': 10000000}","{'愚者之锁': 54, '咒兽胆石': 10, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}","{'骑之辉石': 5, 'QP': 200000}","{'骑之辉石': 12, 'QP': 400000}","{'骑之魔石': 5, 'QP': 1200000}","{'骑之魔石': 12, '龙之逆鳞': 2, 'QP': 1600000}","{'骑之秘石': 5, '龙之逆鳞': 4, 'QP': 4000000}","{'骑之秘石': 12, '凤凰羽毛': 4, 'QP': 5000000}","{'凤凰羽毛': 8, '巨人的戒指': 6, 'QP': 10000000}","{'巨人的戒指': 18, '悠久果实': 15, 'QP': 12000000}","{'传承结晶': 1, 'QP': 20000000}"
吉尔伽美什(Caster),4,Caster,"{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '禁断书页': 4, 'QP': 800000}","{'术之秘石': 4, '禁断书页': 8, 'QP': 2000000}","{'术之秘石': 10, '英雄之证': 12, 'QP': 2500000}","{'英雄之证': 24, '鬼魂提灯': 5, 'QP': 5000000}","{'鬼魂提灯': 15, '万死的毒针': 48, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'术之辉石': 4, 'QP': 100000}","{'术之辉石': 10, 'QP': 200000}","{'术之魔石': 4, 'QP': 600000}","{'术之魔石': 10, '起源的胎毛': 3, 'QP': 800000}","{'术之秘石': 4, '起源的胎毛': 5, 'QP': 2000000}","{'术之秘石': 10, '智慧之圣甲虫像': 2, 'QP': 2500000}","{'智慧之圣甲虫像': 4, '真理之卵': 2, 'QP': 5000000}","{'真理之卵': 6, '神脉灵子': 20, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
美杜莎(Lancer),4,Lancer,"{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '世界树之种': 5, 'QP': 800000}","{'枪之秘石': 4, '世界树之种': 10, 'QP': 2000000}","{'枪之秘石': 10, '追忆的贝壳': 4, 'QP': 2500000}","{'追忆的贝壳': 8, '起源的胎毛': 3, 'QP': 5000000}","{'起源的胎毛': 9, '蛇之宝玉': 16, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'枪之辉石': 4, 'QP': 100000}","{'枪之辉石': 10, 'QP': 200000}","{'枪之魔石': 4, 'QP': 600000}","{'枪之魔石': 10, '凤凰羽毛': 4, 'QP': 800000}","{'枪之秘石': 4, '凤凰羽毛': 7, 'QP': 2000000}","{'枪之秘石': 10, '万死的毒针': 10, 'QP': 2500000}","{'万死的毒针': 20, '虹之线球': 5, 'QP': 5000000}","{'虹之线球': 15, '赦免的小钟': 60, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
戈耳工,4,Avenger,"{'凶骨': 8, 'QP': 100000}","{'愚者之锁': 8, 'QP': 200000}","{'蛇之宝玉': 10, 'QP': 600000}","{'万死的毒针': 10, 'QP': 800000}","{'血之泪石': 10, 'QP': 2000000}","{'起源的胎毛': 12, 'QP': 2500000}","{'蛮神心脏': 12, 'QP': 5000000}","{'咒兽胆石': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}","{'人工生命体幼体': 8, 'QP': 100000}","{'混沌之爪': 8, 'QP': 200000}","{'黑兽脂': 10, 'QP': 600000}","{'封魔之灯': 10, 'QP': 800000}","{'巨人的戒指': 10, 'QP': 2000000}","{'祸罪之箭头': 12, 'QP': 2500000}","{'虹之线球': 12, 'QP': 5000000}","{'赦免的小钟': 12, 'QP': 6000000}","{'传承结晶': 1, 'QP': 10000000}"
豹人,3,Lancer,"{'枪之辉石': 4, 'QP': 50000}","{'枪之辉石': 8, 'QP': 100000}","{'枪之魔石': 4, 'QP': 300000}","{'枪之魔石': 8, '混沌之爪': 2, 'QP': 400000}","{'枪之秘石': 4, '混沌之爪': 4, 'QP': 1000000}","{'枪之秘石': 8, '世界树之种': 4, 'QP': 1250000}","{'世界树之种': 8, '咒兽胆石': 2, 'QP': 2500000}","{'咒兽胆石': 5, '战马的幼角': 10, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}","{'枪之辉石': 4, 'QP': 50000}","{'枪之辉石': 8, 'QP': 100000}","{'枪之魔石': 4, 'QP': 300000}","{'枪之魔石': 8, '黑兽脂': 2, 'QP': 400000}","{'枪之秘石': 4, '黑兽脂': 4, 'QP': 1000000}","{'枪之秘石': 8, '起源的胎毛': 2, 'QP': 1250000}","{'起源的胎毛': 4, '奇奇神酒': 2, 'QP': 2500000}","{'奇奇神酒': 5, '悠久果实': 10, 'QP': 3000000}","{'传承结晶': 1, 'QP': 5000000}"
